Run	Cell	Species	CellLine	Barcode.1st	Barcode.2nd	Remark	TotalReads	UniqReads	Length.Median	Length.Mean	Length.Std	Background	GC.Median	GC.Mean	GC.Std	Spikiness	GenomicDepth	GenomicCoverage
20220929_P1	20220929_P1.C49	Mouse	epithelium	28	16		391160	143291	1896.0	2163.665645434814	1025.103814733328	0.016352	0.4122609673790776	0.4161231191320071	0.0532391122409876	0.2694278553313649	0.3343686278037319	0.1060597347430282
20220929_P1	20220929_P1.C51	Mouse	epithelium	29	11		164341	82752	2215.5	2541.05939433488	1239.531089531278	0.013465	0.413170734270303	0.417240782137682	0.05247724950669875	0.3295509662267378	0.167307764950981	0.07496791914589865
20220929_P1	20220929_P1.C65	Mouse	epithelium	7	14		449784	118921	1899.0	2181.266538290125	1080.436366159603	0.014723	0.4120300751879699	0.4162173402041883	0.05326727720470897	0.2916991164701775	0.3785466833968142	0.08746294170785962
20220929_P1	20220929_P1.C71	Mouse	epithelium	8	12		261329	108769	1977.0	2288.365747593524	1141.931501145606	0.023432	0.4114942528735632	0.4153635537817742	0.05299033974616856	0.3235516236918761	0.2306533936588173	0.08651163345419875
20220929_P1	20220929_P1.C72	Mouse	epithelium	8	13		282495	90187	2427.0	2791.737800348165	1446.738928859496	0.043443	0.4164244186046512	0.42054840991322	0.0528326305534773	0.4041010282048864	0.2938857211691125	0.08557320188699832
20220929_P1	20220929_P1.C73	Mouse	epithelium	8	15		144645	80952	2025.0	2309.082999802352	1099.11239019979	0.038108	0.4125189688323949	0.4166965613704257	0.05356927662022776	0.3226668077116336	0.1297862225239475	0.06622562274934787
20220929_P1	20220929_P1.C77	Mouse	epithelium	27	12		365670	113274	2125.0	2468.177922559458	1244.446825648884	0.012494	0.4107955974095934	0.4148859013719722	0.05239570840817493	0.3185528306468182	0.3551906021589346	0.09540828279529977
20220929_P1	20220929_P1.C78	Mouse	epithelium	27	13		346908	123512	2016.0	2336.647839886003	1177.360735320977	0.016306	0.4133033307495633	0.4172006541003498	0.05323393425061833	0.2915367810235996	0.3102790318388307	0.09896534602077192
20220929_P1	20220929_P1.C79	Mouse	epithelium	28	12		357089	113708	1902.0	2219.718084919267	1128.519919668048	0.012189	0.4122754429754482	0.4163913114281398	0.05354069137435195	0.2975874092922439	0.3099866146819881	0.08561492402405987
20220929_P1	20220929_P1.C80	Mouse	epithelium	28	13		329768	110684	2064.0	2399.804732391312	1212.917355049082	0.032633	0.4134849956906768	0.4175892066148453	0.0526670248836849	0.3325936411983013	0.3165479860592961	0.0911504033104928
20220929_P1	20220929_P1.C81	Mouse	epithelium	28	14		222243	101713	1879.0	2107.106997139009	931.6606458889148	0.011973	0.4114139693356048	0.4151328077324608	0.05337909515552221	0.2820700930661524	0.182728527249983	0.0751500061797091
20220929_P1	20220929_P1.C82	Mouse	epithelium	28	18		444894	146954	1794.0	2064.900710426392	993.5109633234132	0.016129	0.4127213707738305	0.4166762392066573	0.05412717699294398	0.2586914963983805	0.3638239445389875	0.1031281348792529
20220929_P1	20220929_P1.C83	Mouse	epithelium	29	13		287218	97747	1867.0	2175.308326598258	1099.588746465852	0.009746	0.4126547455295736	0.4164653822404365	0.05375913578996213	0.3479812024402337	0.2462719120901989	0.07386641875136314
20220929_P1	20220929_P1.C85	Mouse	epithelium	30	18		200141	84206	2108.0	2422.488741894877	1181.402757383829	0.049428	0.4125049449838515	0.4168457050633149	0.05254532576329093	0.3469931489469678	0.1883294055020442	0.07095823990408122
20220929_P1	20220929_P1.C86	Mouse	epithelium	7	13		418875	118502	1790.0	2051.500354424398	994.544172438053	0.016281	0.4124191778605567	0.4161568628109233	0.05432483978932628	0.2778451941141044	0.3388826234940205	0.0825971284851948
20220929_P2	20220929_P2.C02	Mouse	epithelium	26	15		244489	112176	1942.0	2287.281307944659	1153.951242981969	0.034938	0.4130210731342999	0.4173489883745377	0.05289060760285869	0.3084438968915845	0.2135713857252265	0.0910285502747344
20220929_P2	20220929_P2.C08	Mouse	epithelium	19	18		250829	131361	2164.0	2474.681655894824	1184.558516671915	0.004811999999999999	0.4129651860744298	0.4165312490595521	0.05223405820579733	0.255477537221247	0.2346854182882674	0.1152223770719475
20220929_P2	20220929_P2.C11	Mouse	epithelium	20	15		245410	110368	2200.0	2538.686892939982	1257.783529579927	0.004040999999999999	0.4144765570246483	0.4185510631459344	0.0523603421527359	0.340474728479871	0.2304801045300756	0.09994641130932702
20220929_P2	20220929_P2.C12	Mouse	epithelium	20	16		322609	167331	2042.0	2315.390746484513	1055.74157966258	0.00528	0.4132860040567951	0.4172986919948925	0.05283769612706116	0.2218242308746391	0.2828689078609021	0.1362480830047224
20220929_P2	20220929_P2.C14	Mouse	epithelium	21	18		218601	94106	2146.0	2463.923076105668	1187.745241380881	0.003455	0.4130952553477444	0.4170681035170512	0.05240964455536994	0.3178874221332674	0.2035671736495026	0.08273011137639848
20220929_P2	20220929_P2.C15	Mouse	epithelium	22	14		299421	109869	2138.0	2481.313018230803	1236.812080530365	0.023167	0.4144144144144144	0.4181157465921476	0.05293085047683218	0.3568332570348798	0.2722413966748319	0.09551506931203968
20220929_P2	20220929_P2.C17	Mouse	epithelium	22	18		321728	149008	1993.0	2277.181198324922	1053.3742892048	0.020937	0.4134669783670041	0.4172604135287068	0.05269502593966355	0.3055261037363756	0.2800586782383531	0.1206945956568446
20220929_P2	20220929_P2.C20	Mouse	epithelium	23	18		322295	142704	2063.0	2342.433926168853	1065.533951203518	0.005572	0.4132339341894412	0.417438401074698	0.0516570861214362	0.2174205155385683	0.2789821288601402	0.1176872279114013
20220929_P2	20220929_P2.C25	Mouse	epithelium	27	18		286548	90453	2035.0	2361.615634638984	1166.807685612529	0.009239	0.4136363636363637	0.4173855758573699	0.05302824332313653	0.3572599915663215	0.2488673696109305	0.07470309274234499
