	Run	Cell	Species	CellLine	Barcode.1st	Barcode.2nd	Remark	TotalReads	UniqReads	Length.Median	Length.Mean	Length.Std	Background	GC.Median	GC.Mean	GC.Std	Spikiness	GenomicDepth	GenomicCoverage
259	20220524_MEF	20220524_MEF.sc027	Mouse	epithelium	14	22		370493	169143	1592.0	1775.607267223592	804.035710531758	0.002156	0.4139759036144579	0.417004031310378	0.0543648149756733	0.2540089639868998	0.2490158149207901	0.1051520087456479
260	20220524_MEF	20220524_MEF.sc028	Mouse	epithelium	14	23		382625	171327	1762.0	1992.761327753361	983.161283603425	0.100933	0.4205220987335229	0.4235068756320384	0.0555461448897402	0.3069253204910805	0.2801450952111889	0.1170091732418819
261	20220524_MEF	20220524_MEF.sc029	Mouse	epithelium	14	24		360001	164390	1598.0	1788.017221242168	827.9626437309074	0.01064	0.4136674040269169	0.4167838543553707	0.05446703838893716	0.2164341366189527	0.2392993459498827	0.1028400474432644
262	20220524_MEF	20220524_MEF.sc030	Mouse	epithelium	15	17		354008	170101	1550.0	1747.59645151998	831.8144301923012	0.002343	0.4137664346481052	0.4168267063744904	0.05455907584488848	0.2268984674927433	0.2285685670842595	0.1049960847901266
263	20220524_MEF	20220524_MEF.sc031	Mouse	epithelium	15	18		370454	218411	1756.0	1987.756431681555	978.7959046888736	0.463815	0.4175084175084175	0.4204073431190152	0.05244624816231666	0.404458659904718	0.2731672106160526	0.1453767591750136
264	20220524_MEF	20220524_MEF.sc032	Mouse	epithelium	15	19		337897	168095	1772.0	2013.689253100925	1018.007957571271	0.160396	0.4220837043633126	0.4243911121766117	0.0548258658077728	0.3973195735628833	0.2504187975587357	0.1169083028869018
265	20220524_MEF	20220524_MEF.sc033	Mouse	epithelium	15	20		390733	166746	1700.0	1924.836493828937	951.5336267381343	0.004602	0.4133574007220217	0.4164788570363062	0.05399591764125981	0.2133151390517192	0.2697127349348592	0.1116210583577858
266	20220524_MEF	20220524_MEF.sc034	Mouse	epithelium	15	21		374093	129374	1748.0	1988.774885216504	999.8713434936476	0.021495	0.4145861720703847	0.4176227566981432	0.05375905060747635	0.2928812329410989	0.2643031976168492	0.08860348105504287
267	20220524_MEF	20220524_MEF.sc035	Mouse	epithelium	15	23		224486	124536	1755.0	1974.964355688315	953.0614983333313	0.001712	0.4137931034482759	0.41688011623188	0.05374853254996678	0.241578185121389	0.1628696423095463	0.08757870154366137
268	20220524_MEF	20220524_MEF.sc036	Mouse	epithelium	15	24		319426	163251	1697.0	1912.179423096949	923.4287661045737	0.003146	0.4134877384196186	0.4167618489993434	0.0535440056656997	0.2227416142964285	0.2262144637881733	0.1108370491698412
269	20220524_MEF	20220524_MEF.sc037	Mouse	epithelium	16	17		239184	122578	1732.0	1974.337988872391	992.7664770501756	0.003435	0.4157721721346891	0.4189525141237661	0.05368557938222494	0.2757656296141887	0.1714716696373629	0.08580934282400944
270	20220524_MEF	20220524_MEF.sc038	Mouse	epithelium	16	18		267360	151079	1920.0	2177.958743438863	1083.093489690074	0.217921	0.4254278728606357	0.42790902264133	0.0549412867917659	0.3976082979123042	0.2215865683813021	0.1135540560002506
271	20220524_MEF	20220524_MEF.sc039	Mouse	epithelium	16	19		202200	96760	1920.0	2195.657255064077	1140.075700388731	0.03916	0.4216163169217946	0.4248752814852022	0.05389076303407225	0.3468809675366009	0.1650485516920713	0.07751070374257485
272	20220524_MEF	20220524_MEF.sc040	Mouse	epithelium	16	21		378505	163585	1663.0	1874.86612464468	911.1639354613336	0.00233	0.41469013006886	0.4177343657600197	0.05447523526553165	0.2506483351795139	0.2583202754026654	0.1066951459459711
273	20220524_MEF	20220524_MEF.sc041	Mouse	epithelium	16	22		371760	180558	1663.0	1878.43422058286	910.5608576467853	0.112321	0.4184507924156672	0.4212923699599591	0.0552024694567304	0.3737272141001899	0.2573248639294063	0.11555134449541
274	20220524_MEF	20220524_MEF.sc042	Mouse	epithelium	16	24		402759	119969	1663.0	1882.638098175362	944.741541720577	0.003179	0.4143686502177068	0.4176376816976798	0.05405407539021839	0.3467056995193176	0.2704697624458799	0.07563987736705413
275	20220524_MEF	20220524_MEF.sc043	Mouse	MEF	10	17		60235	15888	2322.0	2628.895581570997	1375.912708744712	0.006353	0.4213325428663384	0.4249406123019929	0.05539584088920287	0.9113238692637834	0.05511376957117523	0.01451793205744457
276	20220524_MEF	20220524_MEF.sc044	Mouse	MEF	10	18		184269	75306	2145.0	2437.974663373436	1266.176753290851	0.00273	0.4173820468771921	0.4208946164416073	0.05229803728500148	0.4551068209241252	0.1560598416765354	0.06421574545782326
277	20220524_MEF	20220524_MEF.sc045	Mouse	MEF	10	19		211110	103340	1937.0	2200.491077994968	1122.882068155699	0.002442	0.4173014068495097	0.4207953779455649	0.05284285188137126	0.2924634305793904	0.1670594636013148	0.08098328807620503
278	20220524_MEF	20220524_MEF.sc046	Mouse	MEF	10	20		224215	124228	1926.0	2175.239068486976	1080.459222331432	0.002894	0.4165669843622789	0.4201042529618044	0.05283474346333112	0.2276530463989334	0.1769691291589323	0.09644264145370096
279	20220524_MEF	20220524_MEF.sc047	Mouse	MEF	10	21		227448	118615	1983.0	2239.06471356911	1108.74470586034	0.038498	0.4146153846153846	0.4178052183545785	0.05234236656738011	0.2309722122495871	0.1864982417733691	0.09394613853975556
280	20220524_MEF	20220524_MEF.sc048	Mouse	MEF	10	22		356919	174005	1617.0	1804.346311887589	838.3866596792337	0.117754	0.4182389937106918	0.421070279445717	0.05525766935054766	0.3023099308839578	0.2390338284476801	0.1090393744899749
281	20220524_MEF	20220524_MEF.sc049	Mouse	MEF	10	23		334339	81443	1566.0	1786.194442739094	933.6658692432308	0.002611	0.4131075110456554	0.4165315025346665	0.05472835891532645	0.5113530368040935	0.2098570853755899	0.04821686208483235
282	20220524_MEF	20220524_MEF.sc050	Mouse	MEF	10	24		236271	110282	1973.0	2208.697965216445	1087.083053693425	0.002692	0.4155363748458693	0.4191015613022628	0.05308697225613679	0.2958443854995579	0.1823409865766907	0.08462440384006358
283	20220524_MEF	20220524_MEF.sc051	Mouse	MEF	26	19		334156	156988	1535.0	1716.781760389329	800.1510986657022	0.003927	0.4130075248844162	0.4160912925901543	0.05445709192420236	0.2081486960593373	0.2115548646287113	0.09456549773812123
284	20220524_MEF	20220524_MEF.sc052	Mouse	MEF	26	20		339870	127793	1495.0	1670.423544325589	784.7863134901805	0.004568	0.4132373113854596	0.416492366833812	0.05536443703928669	0.262097502504064	0.2142718024304659	0.07496556729902748
285	20220524_MEF	20220524_MEF.sc053	Mouse	MEF	26	21		287518	152370	1813.0	2022.856408741878	959.8964056318623	0.007072	0.4143480099347073	0.4176139138355321	0.05354306287997868	0.2107459353848301	0.2119489678968123	0.1093587725116396
286	20220524_MEF	20220524_MEF.sc054	Mouse	MEF	26	22		366441	165312	1629.0	1802.182715108401	815.0210996766773	0.004581	0.4128004697592484	0.4160847401016818	0.05437697020959524	0.2120756462899774	0.2422405119670485	0.1042215106011286
287	20220524_MEF	20220524_MEF.sc055	Mouse	MEF	26	23		180	146	1909.5	2076.095890410959	966.5331870990947	0.175	0.4055867518099494	0.4117125167594241	0.0551062229917534	1.881481481481481	0.0001653557060606444	0.0001242065068332178
288	20220524_MEF	20220524_MEF.sc056	Mouse	MEF	26	24		360	286	2198.0	2248.979020979021	1054.796967627668	0.256369	0.4129217674728197	0.419117039962868	0.05387523147579325	1.843866171003717	0.0003306931398303352	0.0002729896510498895
289	20220524_MEF	20220524_MEF.sc057	Mouse	MEF	27	17		191009	83593	2085.0	2356.379445647363	1196.368081118801	0.007316	0.4174980813507291	0.4211927307112917	0.05300233576801837	0.417776754066055	0.1579572895618227	0.06891544325317467
290	20220524_MEF	20220524_MEF.sc058	Mouse	MEF	27	18		264026	140876	1720.0	1899.214465203441	841.7799957728968	0.009812999999999999	0.4125188536953243	0.4155950305469721	0.0532070561591451	0.217585365484003	0.1887507836158261	0.09451519818163516
291	20220524_MEF	20220524_MEF.sc059	Mouse	MEF	27	19		277770	144664	1567.0	1747.278272410551	799.4513748648386	0.005784	0.4116731357242195	0.4147877798630255	0.05408239940815159	0.2185240386034294	0.1782835524994406	0.08923842692364282
292	20220524_MEF	20220524_MEF.sc060	Mouse	MEF	27	20		303528	131896	1676.0	1864.760121610967	872.1385013735429	0.004836	0.4119904975191397	0.4151951534150199	0.05367374689091994	0.269372633369591	0.2027550255395404	0.08502710076962552
293	20220524_MEF	20220524_MEF.sc061	Mouse	MEF	27	21		275080	110469	1729.0	1946.640333487223	958.5670124027088	0.008	0.4136473429951691	0.4167460905402391	0.05347591606589512	0.3493073159780362	0.1986037133039819	0.07726988063251962
294	20220524_MEF	20220524_MEF.sc062	Mouse	MEF	27	22		310596	116936	1639.0	1853.979433194226	922.187085932552	0.079019	0.4172281546990035	0.4204695556471032	0.05546587781727667	0.4504962345099339	0.2056401406951298	0.07348691057717399
295	20220524_MEF	20220524_MEF.sc063	Mouse	MEF	27	23		148463	73941	2189.0	2437.29872465885	1157.137062710668	0.031831	0.4157088122605364	0.4191705715034473	0.05216996930324611	0.4912255711925246	0.1378291794683234	0.06460163675231885
296	20220524_MEF	20220524_MEF.sc064	Mouse	MEF	27	24		143240	35485	2276.0	2625.794307453854	1422.610308255418	0.321868	0.4308860759493671	0.4329175862015291	0.05351420314649133	0.9392790480634624	0.1306236533938257	0.03052378245195063
297	20220524_MEF	20220524_MEF.sc065	Mouse	MEF	28	17		161033	77276	1852.0	2134.414294218127	1122.691097818219	0.006003000000000001	0.4169371529929404	0.4204436401981873	0.05388114906861895	0.4502804971950281	0.1235100089253117	0.05896489567782857
298	20220524_MEF	20220524_MEF.sc066	Mouse	MEF	28	18		211	133	2094.0	2223.526315789474	1035.980219996874	0.091667	0.4119482835488186	0.4159723880995342	0.04163415482628953	1.837209302325581	0.0001957039510799641	0.0001307735682019288
299	20220524_MEF	20220524_MEF.sc067	Mouse	MEF	28	19		216911	117741	2002.0	2261.082893809293	1126.95650686745	0.020039	0.4181969949916528	0.421486716034827	0.05253469047714605	0.2858872096909694	0.1770586000406628	0.0946371734387175
300	20220524_MEF	20220524_MEF.sc068	Mouse	MEF	28	20		192	130	1795.5	1894.553846153846	883.4455192948402	0.091667	0.410723343239324	0.4171134061201845	0.0472755567695829	1.900826446280992	0.0001488911537587528	0.0001056759675008432
301	20220524_MEF	20220524_MEF.sc069	Mouse	MEF	28	22		389846	169836	1560.0	1759.133063661415	846.7254492443352	0.003739	0.4127441802850062	0.415916072659193	0.05442329500811505	0.2052888048203034	0.2505935740519611	0.1042969235943013
302	20220524_MEF	20220524_MEF.sc070	Mouse	MEF	28	24		352333	105860	1376.0	1539.209890421311	719.840305630157	0.002493	0.4132593910651812	0.4165053092009265	0.05651084537050288	0.2924317337874156	0.1990496778003692	0.05462036858326888
303	20220524_MEF	20220524_MEF.sc071	Mouse	MEF	29	17		135189	72898	1606.0	1819.317745342808	886.7290011018945	0.002652	0.4150600993842916	0.418032760072713	0.05380179358319832	0.584184062166692	0.08628007033514787	0.04588962880166986
304	20220524_MEF	20220524_MEF.sc072	Mouse	MEF	29	19		483618	190758	1377.0	1518.431552018788	654.5089424555473	0.002248	0.412678280403648	0.4158204340017579	0.05557551758526165	0.182806324110672	0.2746978394180907	0.1002886935481819
305	20220524_MEF	20220524_MEF.sc073	Mouse	MEF	29	21		120	112	1817.5	1976.3125	823.6605688637115	0.0	0.401433506567263	0.4068194646660167	0.05203500016494498	1.94392523364486	0.0001249670401877962	0.0001189075424566842
306	20220524_MEF	20220524_MEF.sc074	Mouse	MEF	29	22		554298	170402	1545.0	1716.49569253882	798.1178232908783	0.002317	0.4123402440024005	0.4157392082947095	0.05496340481248815	0.1987271966474934	0.3502045320866389	0.0995147414291782
307	20220524_MEF	20220524_MEF.sc075	Mouse	MEF	29	23		178	128	1886.5	2094.59375	929.9459446446001	0.03125	0.4015039005821	0.4168302655535204	0.05662291901618674	1.866666666666667	0.0001692046626372852	0.0001190882351116694
308	20220524_MEF	20220524_MEF.sc076	Mouse	MEF	29	24		818350	207908	1655.0	1853.790089847432	903.7407227903234	0.002005	0.4140894600056872	0.417368215611779	0.0544977933818739	0.2059362159444749	0.5482735965331159	0.1279762116113821
309	20220524_MEF	20220524_MEF.sc077	Mouse	MEF	30	17		137080	66834	2084.0	2361.817054193973	1200.568395962359	0.006068	0.416	0.4196049972132107	0.05322129002425596	0.3986167128812705	0.1192382684866382	0.05677618179002868
310	20220524_MEF	20220524_MEF.sc078	Mouse	MEF	30	18		413282	159253	1610.0	1794.329777147055	839.6445407058889	0.005010000000000001	0.4132860040567951	0.4164901597197723	0.05451778901527797	0.2040167721603504	0.2720743010406216	0.09881702130803273
311	20220524_MEF	20220524_MEF.sc079	Mouse	MEF	30	19		171997	100094	1805.5	2035.276689911483	991.3597905304136	0.006042	0.4142342260435878	0.4174629477054008	0.05281092549603413	0.2719834457711758	0.1294159272388571	0.07352929092276078
312	20220524_MEF	20220524_MEF.sc080	Mouse	MEF	30	20		238818	141595	1737.0	1923.940944242381	876.2329346765207	0.002117	0.4136572554169403	0.4166646363920101	0.05311288419739264	0.1976757904672015	0.1739687946213025	0.09872803809344524
313	20220524_MEF	20220524_MEF.sc081	Mouse	MEF	30	21		2738	1705	2634.0	2877.522580645161	1427.845857231133	0.023844	0.4305381727158949	0.433108862313797	0.0526550244856344	1.328320802005013	0.0028918706245804	0.001833885081874439
314	20220524_MEF	20220524_MEF.sc082	Mouse	MEF	30	22		132660	58641	2382.0	2664.394161081837	1329.09789171702	0.004490999999999999	0.4242857142857143	0.4273993036985446	0.05267826990701766	0.41584212640111	0.1234785724638533	0.05496231136356296
315	20220524_MEF	20220524_MEF.sc083	Mouse	MEF	30	23		9262	3716	2635.0	2898.070236813778	1457.974195688264	0.009002	0.4356642087955586	0.4379560821952235	0.05285419873944169	1.078037904124861	0.009515730800644164	0.003967959135010422
316	20220524_MEF	20220524_MEF.sc084	Mouse	MEF	30	24		39177	21827	2551.0	2854.561231502268	1428.455966586756	0.00525	0.4270500532481363	0.4300574209121282	0.05309090491858367	0.5883101027571472	0.03833016601509619	0.02180221048779938
918	20220929_P1	20220929_P1.C01	Mouse	epithelium	19	9		184517	98659	2105.0	2376.075380857296	1087.08261329996	0.048083	0.4112785610111813	0.4153625907534887	0.0523302223472531	0.2883834456540522	0.175059407978837	0.08310600853984429
919	20220929_P1	20220929_P1.C02	Mouse	epithelium	19	12		272304	105298	2686.0	3012.050760698209	1456.220812531823	0.00238	0.4140939855491613	0.417761023020134	0.05133967954126663	0.3970928815212091	0.3125069048703477	0.1087410354866597
920	20220929_P1	20220929_P1.C03	Mouse	epithelium	19	13		413425	151036	1861.0	2170.934889695172	1083.295480895266	0.01901	0.413141590117767	0.4169101696383476	0.05380421453652304	0.2604543934919485	0.3647629246809673	0.1133002632180765
921	20220929_P1	20220929_P1.C04	Mouse	epithelium	19	15		404836	133051	2011.0	2329.916385446182	1166.067272752313	0.003125	0.4121144555927165	0.4158629968798262	0.05241467553812017	0.2979250967184383	0.3667254044618603	0.1044281771146789
922	20220929_P1	20220929_P1.C05	Mouse	epithelium	19	18		128711	77800	2056.0	2311.054048843188	1041.928696508684	0.041394	0.4111004274886474	0.4154215395452211	0.0523426630692388	0.3272988505747126	0.116655755462869	0.06439612058099682
923	20220929_P1	20220929_P1.C06	Mouse	epithelium	20	9		238107	100629	2073.0	2353.729680310845	1105.115598905723	0.005018	0.4108910891089109	0.4147407728803084	0.05271157297086908	0.3026885010656931	0.2187331134212225	0.08295716692429657
924	20220929_P1	20220929_P1.C07	Mouse	epithelium	20	11		108101	71415	2149.0	2442.67921305048	1147.522115011353	0.014222	0.4109811565951917	0.4153799336191781	0.0524163932158643	0.3176226448896718	0.1031022852722664	0.06290247692610322
925	20220929_P1	20220929_P1.C08	Mouse	epithelium	20	12		281480	128724	1962.0	2295.825805599577	1165.514437679456	0.105992	0.4168612813042326	0.4207929593041618	0.05484736746113459	0.3617974756403404	0.2522530359049019	0.101182611378314
926	20220929_P1	20220929_P1.C09	Mouse	epithelium	20	13		147532	81755	2644.0	2923.013980796281	1469.852223803201	0.023429	0.4126693518857562	0.4180178140081162	0.05411522769456555	0.3267346062238882	0.1646819802998773	0.08460193541900525
927	20220929_P1	20220929_P1.C10	Mouse	epithelium	20	14		255481	101289	2111.0	2425.397634491406	1196.99849680989	0.062863	0.4146666666666667	0.4189223576083017	0.05397466760363102	0.3328231631251769	0.2444615718703453	0.08429093168780466
928	20220929_P1	20220929_P1.C11	Mouse	epithelium	20	15		168063	96820	2079.0	2377.719334848172	1134.688418089981	0.026481	0.4118133895092128	0.4158548253122262	0.05212085207864496	0.3062699631958797	0.1552457372132884	0.08192868301046241
929	20220929_P1	20220929_P1.C12	Mouse	epithelium	20	16		221497	105653	2477.0	2803.484699913869	1340.475498002926	0.004915999999999999	0.4127764127764128	0.4166232112669016	0.05119629198764511	0.327301297648013	0.2378910838380043	0.1034562532502624
930	20220929_P1	20220929_P1.C13	Mouse	epithelium	21	9		303636	130822	1969.0	2236.540008561251	1036.114003633279	0.128651	0.4161495886094719	0.419787759480622	0.0543792234814495	0.3344789294080456	0.2716120539027402	0.09945116928659437
931	20220929_P1	20220929_P1.C14	Mouse	epithelium	21	11		21045	18146	2845.5	3067.558470186267	1277.309220741357	0.020499	0.4101371008171965	0.4148536424666274	0.05012262237489591	0.4951341787083456	0.02480251863212007	0.02059973822555629
932	20220929_P1	20220929_P1.C15	Mouse	epithelium	21	12		21810	18939	3007.0	3233.952637414858	1377.627890124684	0.00672	0.4126402564689718	0.4168974564089371	0.05031976003850159	0.5037901510606969	0.02782835885161564	0.02350201958942022
933	20220929_P1	20220929_P1.C16	Mouse	epithelium	21	13		46778	22403	3277.0	3521.269740659733	1547.138159253148	0.011225	0.4166360631656261	0.4207118786374338	0.05123987325063481	0.7361347719098997	0.06406448012439328	0.02814407439757679
934	20220929_P1	20220929_P1.C17	Mouse	epithelium	21	14		240320	87437	2075.0	2390.674702928966	1167.971901351855	0.003936	0.4112478031634446	0.415373418227284	0.05240675472194901	0.3400312134217713	0.2283489451103721	0.07202346817687028
935	20220929_P1	20220929_P1.C18	Mouse	epithelium	21	15		74509	39828	2282.5	2637.876820327408	1315.418970188083	0.004958	0.4118513675069117	0.4159912827405591	0.05235403969960425	0.4655568619067978	0.07786421207094071	0.03776286132524997
936	20220929_P1	20220929_P1.C19	Mouse	epithelium	21	16		150610	91541	2506.0	2819.982434100567	1326.984295004135	0.004772	0.4122855561704483	0.4163323679774951	0.05111063692199277	0.3220252222067104	0.1646335782192941	0.09173612037885656
937	20220929_P1	20220929_P1.C20	Mouse	epithelium	21	18		131610	75524	2731.0	3008.383467507017	1362.966664955009	0.002251	0.4129443996643657	0.4169443764868374	0.05105029251825475	0.324021164021164	0.1495066899878001	0.08142386468306645
938	20220929_P1	20220929_P1.C21	Mouse	epithelium	22	9		5021	4796	2879.0	3085.197456213511	1277.507121293654	0.047749	0.4121544642791817	0.4161610440418549	0.05060128385855677	0.8533273981749387	0.00592579612979746	0.005568746631444793
939	20220929_P1	20220929_P1.C22	Mouse	epithelium	22	11		190396	90776	2105.0	2426.586884198467	1193.47055744935	0.011013	0.4117181314330958	0.4160220733052597	0.05222372861037228	0.3230742317336288	0.1843674989618994	0.077838593506922
940	20220929_P1	20220929_P1.C23	Mouse	epithelium	22	13		94825	49565	3109.0	3378.513689095128	1489.202395065363	0.007670000000000001	0.4132257063023906	0.4178303971169757	0.05030464948972404	0.5763858766374599	0.1223604503753137	0.05916195827525365
941	20220929_P1	20220929_P1.C24	Mouse	epithelium	22	15		83377	57207	2331.0	2611.492177530722	1178.950550214271	0.008598	0.4119186046511628	0.4160201734989315	0.05166563393593918	0.3422046125668149	0.0857704009175292	0.05406513659908112
942	20220929_P1	20220929_P1.C25	Mouse	epithelium	22	16		229387	103701	2103.0	2402.02531315995	1134.910078450463	0.100121	0.4110245656081486	0.4150668445390682	0.05239785162196769	0.3498776800880276	0.2142870005099793	0.08349115391881806
943	20220929_P1	20220929_P1.C26	Mouse	epithelium	22	18		293160	120182	2045.0	2349.302025261687	1128.301272210457	0.147284	0.4167306433471421	0.420200552385981	0.05351191774682843	0.3546987147387748	0.2879601471491628	0.0958174570489793
944	20220929_P1	20220929_P1.C27	Mouse	epithelium	23	9		49358	36346	2285.0	2519.357866065041	1090.276610392413	0.0064	0.4107239459813113	0.4151536028800426	0.05216522566572515	0.425679026752633	0.04829170417042542	0.03371297776467287
945	20220929_P1	20220929_P1.C28	Mouse	epithelium	23	11		52923	42100	2299.0	2549.093040380048	1117.474717644158	0.003212	0.409827042837416	0.4142527239931385	0.05153813388076658	0.3709014313267688	0.05192991220371689	0.03942491094064072
946	20220929_P1	20220929_P1.C29	Mouse	epithelium	23	14		174031	94543	2132.0	2411.874966946257	1120.091770377169	0.007622	0.4122011541632317	0.4162895640400608	0.05247340786405812	0.2992964869299409	0.162227716425802	0.08135271116394054
947	20220929_P1	20220929_P1.C30	Mouse	epithelium	23	15		40710	34177	2347.0	2603.392076542704	1153.737821123327	0.009753	0.4110658520027156	0.4152654355870277	0.05102103336424376	0.3925787340193327	0.04084741650634298	0.03293651584499393
