	Run	Cell	Species	CellLine	Barcode.1st	Barcode.2nd	Remark	TotalReads	UniqReads	Length.Median	Length.Mean	Length.Std	Background	GC.Median	GC.Mean	GC.Std	Spikiness	GenomicDepth	GenomicCoverage
22	20220418_S5CSTreat	20220418_S5CSTreat.sc023	Human	HG001	11	7		234641	118013	2963.0	3381.862938828773	1851.177937365805	0.017911	0.3948606587043069	0.4057830095018713	0.06335017133397675	0.2350635403615536	0.2659932817941653	0.1224900475026601
23	20220418_S5CSTreat	20220418_S5CSTreat.sc024	Human	HG001	11	8		210053	109688	2226.0	2679.006317919919	1721.90350691798	0.116423	0.3983600987718138	0.4099736995942857	0.06573242387553596	0.2856481838513149	0.1809119456180935	0.08986633677336885
24	20220418_S5CSTreat	20220418_S5CSTreat.sc025	Human	HG001	12	1		156918	104556	2424.0	2765.979006465435	1557.347579301063	0.031565	0.3949139164088305	0.4059804929345735	0.06538633715306888	0.2803555394130169	0.1448855925162185	0.09045651941745304
25	20220418_S5CSTreat	20220418_S5CSTreat.sc026	Human	HG001	12	2		159788	82448	2470.5	2865.863538230157	1700.373698123387	0.026453	0.3944415566790303	0.4054499239718192	0.06524425790937431	0.3322871965669634	0.151354205787443	0.07350944838908506
26	20220418_S5CSTreat	20220418_S5CSTreat.sc027	Human	HG001	12	3		92356	71991	2604.0	2924.451209178925	1546.573987687816	0.240734	0.3994597839135654	0.4101631259208139	0.06536780261711411	0.4064944541739638	0.09001386086918392	0.06571450677652893
27	20220418_S5CSTreat	20220418_S5CSTreat.sc028	Human	HG001	12	4		376347	141264	2454.0	2844.622706422018	1678.359741633762	0.010596	0.3950175019438503	0.4057201461503761	0.06529407982513084	0.2685732700796666	0.3592057402743872	0.1210239230614223
28	20220418_S5CSTreat	20220418_S5CSTreat.sc029	Human	HG001	12	5		134721	67740	2890.0	3270.9071744907	1746.852585267216	0.008046	0.3936958346266584	0.4044851389156411	0.06309406287153989	0.3461910859855702	0.1494333337608577	0.06912180410317012
29	20220418_S5CSTreat	20220418_S5CSTreat.sc030	Human	HG001	12	6		14916	13789	2705.0	2969.574878526362	1485.948925825858	0.016457	0.3924170616113744	0.4033146583935998	0.06317308972980525	0.5667834297898264	0.01465584893697319	0.01343021654233406
30	20220418_S5CSTreat	20220418_S5CSTreat.sc031	Human	HG001	12	7		359469	156530	2296.0	2636.850482335655	1527.735328865825	0.015566	0.3940453695447392	0.4048614131864833	0.06550866855801829	0.2254767795387592	0.3068102873164322	0.1258244304331189
31	20220418_S5CSTreat	20220418_S5CSTreat.sc032	Human	HG001	12	8		118438	89798	2588.0	2889.014421256598	1502.123240092972	0.27085	0.3997580883493242	0.4103812562600426	0.06519337199117092	0.3506964766475477	0.1142441871722946	0.08027820132750524
32	20220418_S5CSTreat	20220418_S5CSTreat.sc033	Human	HG001	13	1		206	181	2673.0	2804.099447513812	1386.013609210538	0.0	0.3988057825267128	0.4094064911440425	0.06114650633662251	1.910112359550562	0.0002072736294015778	0.0001815832082192546
33	20220418_S5CSTreat	20220418_S5CSTreat.sc034	Human	HG001	13	2		145511	96359	2354.0	2666.786745400015	1475.614867720569	0.007497	0.3945469125902165	0.4053750324454102	0.06553992362275615	0.2826991838109832	0.1284952888452766	0.08149280555406954
34	20220418_S5CSTreat	20220418_S5CSTreat.sc035	Human	HG001	13	3		464385	189308	2092.0	2412.244860227777	1410.072579232063	0.115617	0.4	0.4102091553824464	0.06754814629322888	0.3241918498547177	0.3657200230866521	0.1359185927415311
35	20220418_S5CSTreat	20220418_S5CSTreat.sc036	Human	HG001	13	4		489145	186248	2135.0	2447.198804819381	1412.188680352568	0.010255	0.394260152191166	0.4051726636222698	0.06622220702582811	0.2244239971391432	0.3749809604448621	0.1376155702779485
36	20220418_S5CSTreat	20220418_S5CSTreat.sc037	Human	HG001	13	5		395629	65424	2315.0	2841.482193078993	1994.824271399819	0.022159	0.3972739701055048	0.408320392339417	0.0676899565346103	0.6140979302073034	0.3227787880802381	0.0546196048239866
37	20220418_S5CSTreat	20220418_S5CSTreat.sc038	Human	HG001	13	6		327483	160978	2029.0	2325.993676154505	1333.521237481676	0.004448	0.3952368754879001	0.4058893396216205	0.06703963877840509	0.2386157843626152	0.2457053457518135	0.1152253000442064
38	20220418_S5CSTreat	20220418_S5CSTreat.sc039	Human	HG001	13	7		438401	147101	2343.0	2745.888790694829	1690.395494877243	0.189143	0.4024064171122995	0.4126522660773952	0.0677621707521082	0.3922550930026572	0.3687061790710245	0.1187492296569296
