Name	Number	Depth	Cells
cov11-r3	41	10.998641345414908	20220418_S5CSTreat.sc023,20220418_S5CSTreat.sc036,20220418_S5CSTreat.sc044,20220430_S5Merged.sc002,20220430_S5Merged.sc039,20220430_S5Merged.sc042,20220430_S5Merged.sc093,20220430_S5Merged.sc131,20220430_S5Merged.sc144,20220430_S5Merged.sc153,20220610_Treat.sc001,20220610_Treat.sc012,20220610_Treat.sc014,20220610_Treat.sc015,20220610_Treat.sc040,20220610_Treat.sc042,20220610_Treat.sc081,20220708_GM12878.sc002,20220708_GM12878.sc014,20220708_GM12878.sc020,20220708_GM12878.sc021,20220708_GM12878.sc022,20220708_GM12878.sc078,20220708_GM12878.sc081,20220708_GM12878R2.C50,20220817_HG001.C02,20220817_HG001.C07,20220817_HG001.C14,20220817_HG001.C17,20220817_HG001.C42,20220915_P1.C07,20220915_P1.C16,20220915_P1.C17,20220915_P1.C64,20220916_P1.C17,20220916_P1.C30,20220916_P1.C45,20220916_P2.C11,20220916_P2.C28,20220916_P2.C32,20220916_P2.C82
cov11-r4	39	11.003845234833928	20220418_S5CSTreat.sc036,20220430_S5Merged.sc031,20220430_S5Merged.sc082,20220430_S5Merged.sc101,20220430_S5Merged.sc157,20220430_S5Merged.sc171,20220610_Treat.sc042,20220610_Treat.sc059,20220610_Treat.sc067,20220610_Treat.sc072,20220708_GM12878.sc002,20220708_GM12878.sc011,20220708_GM12878.sc031,20220708_GM12878.sc044,20220708_GM12878.sc060,20220708_GM12878.sc084,20220708_GM12878.sc089,20220708_GM12878R2.C58,20220708_GM12878R2.C62,20220708_GM12878R2.C80,20220708_GM12878R2.C81,20220817_HG001.C19,20220817_HG001.C28,20220817_HG001.C59,20220915_P1.C01,20220915_P1.C07,20220915_P1.C52,20220915_P1.C60,20220915_P1.C70,20220915_P1.C87,20220915_P1.C91,20220916_P1.C21,20220916_P1.C39,20220916_P1.C62,20220916_P2.C28,20220916_P2.C29,20220916_P2.C43,20220916_P2.C49,20220916_P2.C82
cov11-r5	36	10.991959234169752	20220418_S5CSTreat.sc044,20220418_S5CSTreat.sc053,20220430_S5Merged.sc047,20220430_S5Merged.sc097,20220430_S5Merged.sc106,20220610_Treat.sc015,20220610_Treat.sc030,20220610_Treat.sc043,20220610_Treat.sc059,20220610_Treat.sc063,20220610_Treat.sc073,20220708_GM12878.sc021,20220708_GM12878.sc030,20220708_GM12878.sc078,20220708_GM12878R2.C03,20220708_GM12878R2.C04,20220708_GM12878R2.C08,20220708_GM12878R2.C13,20220708_GM12878R2.C61,20220708_GM12878R2.C66,20220708_GM12878R2.C81,20220817_HG001.C01,20220817_HG001.C30,20220817_HG001.C34,20220817_HG001.C52,20220817_HG001.C56,20220817_HG001.C57,20220915_P1.C51,20220915_P1.C57,20220915_P1.C66,20220915_P1.C89,20220916_P1.C30,20220916_P1.C67,20220916_P2.C05,20220916_P2.C46,20220916_P2.C74
cov12-r1	41	11.999446102554097	20220418_S5CSTreat.sc013,20220418_S5CSTreat.sc021,20220418_S5CSTreat.sc028,20220430_S5Merged.sc002,20220430_S5Merged.sc082,20220430_S5Merged.sc095,20220430_S5Merged.sc097,20220430_S5Merged.sc106,20220430_S5Merged.sc154,20220430_S5Merged.sc155,20220610_Treat.sc001,20220610_Treat.sc042,20220708_GM12878.sc013,20220708_GM12878.sc034,20220708_GM12878.sc049,20220708_GM12878.sc053,20220708_GM12878.sc061,20220708_GM12878.sc089,20220708_GM12878R2.C10,20220708_GM12878R2.C31,20220708_GM12878R2.C36,20220708_GM12878R2.C55,20220708_GM12878R2.C64,20220817_HG001.C19,20220817_HG001.C39,20220817_HG001.C57,20220817_HG001.C66,20220915_P1.C34,20220915_P1.C36,20220915_P1.C53,20220915_P1.C66,20220915_P1.C70,20220915_P1.C72,20220915_P1.C75,20220916_P1.C17,20220916_P1.C30,20220916_P1.C66,20220916_P1.C68,20220916_P2.C35,20220916_P2.C66,20220916_P2.C79
cov12-r2	39	11.998447076648194	20220418_S5CSTreat.sc025,20220418_S5CSTreat.sc031,20220430_S5Merged.sc031,20220430_S5Merged.sc037,20220430_S5Merged.sc039,20220430_S5Merged.sc098,20220430_S5Merged.sc101,20220430_S5Merged.sc103,20220430_S5Merged.sc106,20220610_Treat.sc016,20220610_Treat.sc023,20220610_Treat.sc030,20220610_Treat.sc060,20220610_Treat.sc081,20220708_GM12878.sc018,20220708_GM12878.sc031,20220708_GM12878.sc052,20220708_GM12878.sc087,20220708_GM12878R2.C11,20220708_GM12878R2.C25,20220708_GM12878R2.C45,20220708_GM12878R2.C50,20220708_GM12878R2.C58,20220708_GM12878R2.C75,20220708_GM12878R2.C76,20220708_GM12878R2.C80,20220708_GM12878R2.C84,20220817_HG001.C06,20220817_HG001.C15,20220915_P1.C04,20220915_P1.C16,20220915_P1.C72,20220915_P1.C87,20220916_P1.C16,20220916_P1.C18,20220916_P1.C26,20220916_P1.C45,20220916_P1.C64,20220916_P2.C82
cov12-r3	41	11.99742570536281	20220418_S5CSTreat.sc026,20220418_S5CSTreat.sc028,20220430_S5Merged.sc031,20220430_S5Merged.sc044,20220430_S5Merged.sc082,20220430_S5Merged.sc125,20220430_S5Merged.sc157,20220610_Treat.sc003,20220610_Treat.sc010,20220610_Treat.sc016,20220610_Treat.sc021,20220610_Treat.sc029,20220610_Treat.sc044,20220610_Treat.sc062,20220610_Treat.sc081,20220610_Treat.sc084,20220708_GM12878.sc022,20220708_GM12878.sc031,20220708_GM12878.sc042,20220708_GM12878.sc044,20220708_GM12878.sc061,20220708_GM12878.sc065,20220708_GM12878.sc067,20220708_GM12878.sc075,20220708_GM12878R2.C31,20220708_GM12878R2.C66,20220708_GM12878R2.C80,20220708_GM12878R2.C85,20220817_HG001.C20,20220817_HG001.C30,20220817_HG001.C42,20220915_P1.C01,20220915_P1.C33,20220915_P1.C74,20220915_P1.C78,20220916_P1.C16,20220916_P1.C19,20220916_P1.C20,20220916_P2.C08,20220916_P2.C31,20220916_P2.C66
cov12-r4	48	11.994837215950522	20220418_S5CSTreat.sc013,20220418_S5CSTreat.sc025,20220418_S5CSTreat.sc055,20220430_S5Merged.sc001,20220430_S5Merged.sc013,20220430_S5Merged.sc042,20220430_S5Merged.sc044,20220430_S5Merged.sc082,20220430_S5Merged.sc136,20220430_S5Merged.sc157,20220610_Treat.sc014,20220610_Treat.sc025,20220610_Treat.sc038,20220610_Treat.sc061,20220610_Treat.sc062,20220610_Treat.sc069,20220610_Treat.sc075,20220610_Treat.sc078,20220708_GM12878.sc007,20220708_GM12878.sc022,20220708_GM12878.sc029,20220708_GM12878.sc035,20220708_GM12878.sc036,20220708_GM12878.sc044,20220708_GM12878.sc061,20220708_GM12878.sc087,20220708_GM12878R2.C12,20220708_GM12878R2.C16,20220708_GM12878R2.C47,20220817_HG001.C09,20220817_HG001.C19,20220817_HG001.C34,20220817_HG001.C35,20220817_HG001.C56,20220817_HG001.C57,20220817_HG001.C60,20220817_HG001.C66,20220915_P1.C02,20220915_P1.C08,20220915_P1.C16,20220915_P1.C46,20220915_P1.C57,20220915_P1.C74,20220916_P1.C07,20220916_P1.C18,20220916_P1.C84,20220916_P2.C08,20220916_P2.C28
cov12-r5	37	12.006661587777758	20220418_S5CSTreat.sc013,20220430_S5Merged.sc042,20220430_S5Merged.sc044,20220430_S5Merged.sc047,20220430_S5Merged.sc129,20220430_S5Merged.sc153,20220610_Treat.sc010,20220610_Treat.sc021,20220610_Treat.sc030,20220610_Treat.sc060,20220610_Treat.sc084,20220708_GM12878.sc005,20220708_GM12878.sc007,20220708_GM12878.sc012,20220708_GM12878.sc027,20220708_GM12878.sc054,20220708_GM12878.sc076,20220708_GM12878.sc078,20220708_GM12878.sc089,20220708_GM12878R2.C05,20220708_GM12878R2.C17,20220708_GM12878R2.C24,20220708_GM12878R2.C52,20220708_GM12878R2.C53,20220708_GM12878R2.C54,20220708_GM12878R2.C74,20220708_GM12878R2.C81,20220817_HG001.C02,20220817_HG001.C09,20220817_HG001.C50,20220817_HG001.C62,20220915_P1.C41,20220915_P1.C72,20220915_P1.C91,20220916_P1.C68,20220916_P2.C08,20220916_P2.C77
cov13-r1	43	12.999711633196142	20220418_S5CSTreat.sc013,20220418_S5CSTreat.sc031,20220418_S5CSTreat.sc050,20220430_S5Merged.sc001,20220430_S5Merged.sc031,20220430_S5Merged.sc037,20220430_S5Merged.sc106,20220430_S5Merged.sc124,20220430_S5Merged.sc153,20220610_Treat.sc003,20220610_Treat.sc004,20220610_Treat.sc010,20220610_Treat.sc025,20220610_Treat.sc043,20220610_Treat.sc067,20220610_Treat.sc072,20220610_Treat.sc073,20220708_GM12878.sc036,20220708_GM12878.sc047,20220708_GM12878.sc084,20220708_GM12878R2.C01,20220708_GM12878R2.C10,20220708_GM12878R2.C17,20220708_GM12878R2.C50,20220708_GM12878R2.C58,20220708_GM12878R2.C68,20220708_GM12878R2.C76,20220708_GM12878R2.C85,20220817_HG001.C20,20220817_HG001.C24,20220817_HG001.C37,20220817_HG001.C52,20220915_P1.C04,20220915_P1.C08,20220915_P1.C16,20220915_P1.C37,20220915_P1.C47,20220915_P1.C68,20220915_P1.C91,20220916_P1.C19,20220916_P2.C21,20220916_P2.C32,20220916_P2.C76
cov13-r2	44	12.99867329044148	20220430_S5Merged.sc042,20220430_S5Merged.sc069,20220430_S5Merged.sc070,20220430_S5Merged.sc081,20220430_S5Merged.sc101,20220430_S5Merged.sc119,20220430_S5Merged.sc168,20220430_S5Merged.sc169,20220610_Treat.sc014,20220610_Treat.sc031,20220610_Treat.sc067,20220610_Treat.sc073,20220708_GM12878.sc005,20220708_GM12878.sc032,20220708_GM12878.sc035,20220708_GM12878.sc055,20220708_GM12878.sc060,20220708_GM12878.sc079,20220708_GM12878R2.C11,20220708_GM12878R2.C31,20220708_GM12878R2.C36,20220708_GM12878R2.C39,20220708_GM12878R2.C41,20220708_GM12878R2.C65,20220708_GM12878R2.C68,20220708_GM12878R2.C76,20220708_GM12878R2.C77,20220817_HG001.C02,20220817_HG001.C15,20220817_HG001.C19,20220817_HG001.C37,20220817_HG001.C60,20220915_P1.C07,20220915_P1.C08,20220915_P1.C28,20220915_P1.C41,20220915_P1.C43,20220915_P1.C62,20220915_P1.C66,20220915_P1.C68,20220916_P1.C04,20220916_P1.C66,20220916_P1.C84,20220916_P2.C74
cov13-r3	47	12.995922868941006	20220418_S5CSTreat.sc038,20220430_S5Merged.sc082,20220430_S5Merged.sc103,20220430_S5Merged.sc133,20220430_S5Merged.sc153,20220430_S5Merged.sc169,20220610_Treat.sc062,20220610_Treat.sc067,20220610_Treat.sc075,20220610_Treat.sc078,20220708_GM12878.sc011,20220708_GM12878.sc017,20220708_GM12878.sc018,20220708_GM12878.sc032,20220708_GM12878.sc035,20220708_GM12878.sc049,20220708_GM12878.sc052,20220708_GM12878.sc060,20220708_GM12878.sc080,20220708_GM12878R2.C03,20220708_GM12878R2.C11,20220708_GM12878R2.C26,20220708_GM12878R2.C39,20220708_GM12878R2.C51,20220708_GM12878R2.C55,20220708_GM12878R2.C69,20220817_HG001.C14,20220817_HG001.C17,20220817_HG001.C23,20220817_HG001.C35,20220817_HG001.C52,20220915_P1.C08,20220915_P1.C17,20220915_P1.C33,20220915_P1.C39,20220915_P1.C52,20220915_P1.C54,20220915_P1.C62,20220915_P1.C64,20220915_P1.C72,20220915_P1.C88,20220915_P1.C90,20220916_P1.C24,20220916_P2.C05,20220916_P2.C36,20220916_P2.C74,20220916_P2.C76
cov13-r4	44	13.004218151158252	20220418_S5CSTreat.sc038,20220430_S5Merged.sc082,20220430_S5Merged.sc085,20220430_S5Merged.sc103,20220430_S5Merged.sc131,20220430_S5Merged.sc136,20220430_S5Merged.sc168,20220610_Treat.sc014,20220610_Treat.sc015,20220610_Treat.sc030,20220610_Treat.sc037,20220610_Treat.sc040,20220610_Treat.sc043,20220610_Treat.sc061,20220610_Treat.sc063,20220708_GM12878.sc006,20220708_GM12878.sc013,20220708_GM12878.sc018,20220708_GM12878.sc029,20220708_GM12878.sc036,20220708_GM12878.sc053,20220708_GM12878.sc055,20220708_GM12878.sc057,20220708_GM12878.sc065,20220708_GM12878.sc067,20220708_GM12878R2.C08,20220708_GM12878R2.C09,20220708_GM12878R2.C51,20220708_GM12878R2.C61,20220708_GM12878R2.C66,20220708_GM12878R2.C75,20220817_HG001.C03,20220817_HG001.C21,20220817_HG001.C24,20220915_P1.C02,20220915_P1.C38,20220915_P1.C39,20220915_P1.C51,20220915_P1.C66,20220916_P1.C20,20220916_P1.C24,20220916_P2.C29,20220916_P2.C31,20220916_P2.C76
cov13-r5	44	12.99315226414687	20220418_S5CSTreat.sc023,20220418_S5CSTreat.sc028,20220418_S5CSTreat.sc034,20220418_S5CSTreat.sc050,20220430_S5Merged.sc005,20220430_S5Merged.sc013,20220430_S5Merged.sc031,20220430_S5Merged.sc069,20220430_S5Merged.sc103,20220430_S5Merged.sc133,20220430_S5Merged.sc153,20220610_Treat.sc016,20220610_Treat.sc023,20220610_Treat.sc084,20220708_GM12878.sc013,20220708_GM12878.sc015,20220708_GM12878.sc034,20220708_GM12878.sc053,20220708_GM12878.sc079,20220708_GM12878R2.C12,20220708_GM12878R2.C18,20220708_GM12878R2.C24,20220708_GM12878R2.C31,20220708_GM12878R2.C47,20220708_GM12878R2.C53,20220708_GM12878R2.C62,20220708_GM12878R2.C66,20220708_GM12878R2.C75,20220817_HG001.C14,20220817_HG001.C15,20220817_HG001.C22,20220817_HG001.C40,20220817_HG001.C43,20220915_P1.C13,20220915_P1.C63,20220915_P1.C64,20220915_P1.C88,20220916_P1.C26,20220916_P1.C62,20220916_P1.C64,20220916_P2.C21,20220916_P2.C35,20220916_P2.C43,20220916_P2.C46
cov14-r1	52	14.00427273895544	20220418_S5CSTreat.sc045,20220430_S5Merged.sc039,20220430_S5Merged.sc047,20220430_S5Merged.sc081,20220430_S5Merged.sc127,20220430_S5Merged.sc167,20220610_Treat.sc001,20220610_Treat.sc007,20220610_Treat.sc031,20220610_Treat.sc039,20220610_Treat.sc061,20220610_Treat.sc067,20220708_GM12878.sc004,20220708_GM12878.sc011,20220708_GM12878.sc017,20220708_GM12878.sc020,20220708_GM12878.sc066,20220708_GM12878.sc075,20220708_GM12878.sc081,20220708_GM12878R2.C12,20220708_GM12878R2.C16,20220708_GM12878R2.C36,20220708_GM12878R2.C54,20220708_GM12878R2.C64,20220708_GM12878R2.C73,20220708_GM12878R2.C75,20220817_HG001.C06,20220817_HG001.C15,20220817_HG001.C38,20220817_HG001.C43,20220817_HG001.C50,20220817_HG001.C58,20220817_HG001.C59,20220915_P1.C05,20220915_P1.C22,20220915_P1.C28,20220915_P1.C36,20220915_P1.C43,20220915_P1.C57,20220915_P1.C58,20220915_P1.C65,20220915_P1.C66,20220916_P1.C04,20220916_P1.C07,20220916_P1.C21,20220916_P1.C35,20220916_P1.C61,20220916_P1.C62,20220916_P1.C78,20220916_P2.C09,20220916_P2.C31,20220916_P2.C46
cov14-r2	43	13.993056753588734	20220418_S5CSTreat.sc018,20220418_S5CSTreat.sc046,20220418_S5CSTreat.sc054,20220430_S5Merged.sc039,20220430_S5Merged.sc069,20220430_S5Merged.sc070,20220430_S5Merged.sc131,20220430_S5Merged.sc133,20220430_S5Merged.sc154,20220610_Treat.sc003,20220610_Treat.sc004,20220610_Treat.sc039,20220610_Treat.sc060,20220610_Treat.sc075,20220708_GM12878.sc005,20220708_GM12878.sc017,20220708_GM12878.sc020,20220708_GM12878.sc030,20220708_GM12878.sc033,20220708_GM12878.sc065,20220708_GM12878.sc078,20220708_GM12878.sc084,20220708_GM12878R2.C03,20220708_GM12878R2.C10,20220708_GM12878R2.C12,20220708_GM12878R2.C50,20220708_GM12878R2.C52,20220708_GM12878R2.C54,20220708_GM12878R2.C55,20220708_GM12878R2.C76,20220817_HG001.C04,20220817_HG001.C43,20220817_HG001.C44,20220817_HG001.C56,20220915_P1.C16,20220915_P1.C17,20220915_P1.C34,20220915_P1.C93,20220916_P1.C84,20220916_P2.C21,20220916_P2.C28,20220916_P2.C32,20220916_P2.C66
cov14-r3	54	14.009683258525941	20220418_S5CSTreat.sc025,20220418_S5CSTreat.sc031,20220418_S5CSTreat.sc034,20220418_S5CSTreat.sc046,20220418_S5CSTreat.sc054,20220430_S5Merged.sc002,20220430_S5Merged.sc031,20220430_S5Merged.sc047,20220430_S5Merged.sc052,20220430_S5Merged.sc131,20220430_S5Merged.sc136,20220430_S5Merged.sc144,20220610_Treat.sc007,20220610_Treat.sc022,20220610_Treat.sc029,20220610_Treat.sc037,20220708_GM12878.sc014,20220708_GM12878.sc030,20220708_GM12878.sc039,20220708_GM12878.sc044,20220708_GM12878.sc062,20220708_GM12878.sc067,20220708_GM12878R2.C10,20220708_GM12878R2.C39,20220708_GM12878R2.C41,20220708_GM12878R2.C68,20220708_GM12878R2.C70,20220708_GM12878R2.C75,20220817_HG001.C01,20220817_HG001.C07,20220817_HG001.C15,20220817_HG001.C19,20220817_HG001.C22,20220817_HG001.C23,20220817_HG001.C24,20220817_HG001.C39,20220817_HG001.C62,20220915_P1.C01,20220915_P1.C13,20220915_P1.C20,20220915_P1.C47,20220915_P1.C60,20220915_P1.C68,20220915_P1.C78,20220915_P1.C93,20220916_P1.C33,20220916_P1.C39,20220916_P1.C45,20220916_P1.C60,20220916_P1.C68,20220916_P2.C05,20220916_P2.C07,20220916_P2.C31,20220916_P2.C77
cov14-r4	51	13.986676199053505	20220418_S5CSTreat.sc025,20220418_S5CSTreat.sc028,20220418_S5CSTreat.sc038,20220430_S5Merged.sc002,20220430_S5Merged.sc070,20220430_S5Merged.sc098,20220430_S5Merged.sc106,20220430_S5Merged.sc127,20220430_S5Merged.sc136,20220430_S5Merged.sc154,20220430_S5Merged.sc157,20220430_S5Merged.sc168,20220610_Treat.sc003,20220610_Treat.sc042,20220708_GM12878.sc004,20220708_GM12878.sc005,20220708_GM12878.sc006,20220708_GM12878.sc007,20220708_GM12878.sc029,20220708_GM12878.sc065,20220708_GM12878.sc076,20220708_GM12878.sc079,20220708_GM12878.sc087,20220708_GM12878.sc088,20220708_GM12878R2.C01,20220708_GM12878R2.C02,20220708_GM12878R2.C09,20220708_GM12878R2.C26,20220708_GM12878R2.C50,20220708_GM12878R2.C58,20220708_GM12878R2.C69,20220708_GM12878R2.C76,20220817_HG001.C06,20220817_HG001.C07,20220817_HG001.C17,20220817_HG001.C23,20220817_HG001.C24,20220817_HG001.C39,20220817_HG001.C40,20220817_HG001.C52,20220817_HG001.C62,20220915_P1.C52,20220915_P1.C66,20220915_P1.C72,20220915_P1.C78,20220916_P1.C39,20220916_P1.C67,20220916_P2.C21,20220916_P2.C35,20220916_P2.C49,20220916_P2.C74
cov14-r5	50	14.014614955045579	20220418_S5CSTreat.sc021,20220418_S5CSTreat.sc023,20220418_S5CSTreat.sc045,20220430_S5Merged.sc002,20220430_S5Merged.sc044,20220430_S5Merged.sc070,20220430_S5Merged.sc097,20220430_S5Merged.sc126,20220610_Treat.sc012,20220610_Treat.sc021,20220610_Treat.sc023,20220610_Treat.sc031,20220610_Treat.sc040,20220610_Treat.sc052,20220708_GM12878.sc017,20220708_GM12878.sc023,20220708_GM12878.sc024,20220708_GM12878.sc057,20220708_GM12878.sc060,20220708_GM12878.sc075,20220708_GM12878.sc084,20220708_GM12878.sc087,20220708_GM12878.sc088,20220708_GM12878R2.C02,20220708_GM12878R2.C09,20220708_GM12878R2.C12,20220708_GM12878R2.C16,20220708_GM12878R2.C17,20220708_GM12878R2.C58,20220708_GM12878R2.C65,20220708_GM12878R2.C73,20220708_GM12878R2.C76,20220817_HG001.C01,20220817_HG001.C22,20220817_HG001.C34,20220817_HG001.C39,20220817_HG001.C50,20220817_HG001.C56,20220817_HG001.C66,20220915_P1.C34,20220915_P1.C36,20220915_P1.C41,20220915_P1.C50,20220915_P1.C53,20220915_P1.C54,20220915_P1.C57,20220916_P1.C18,20220916_P1.C33,20220916_P2.C43,20220916_P2.C49
cov15-r1	55	15.004113989474266	20220418_S5CSTreat.sc036,20220418_S5CSTreat.sc045,20220430_S5Merged.sc003,20220430_S5Merged.sc037,20220430_S5Merged.sc070,20220430_S5Merged.sc081,20220430_S5Merged.sc082,20220430_S5Merged.sc098,20220430_S5Merged.sc106,20220430_S5Merged.sc129,20220430_S5Merged.sc154,20220430_S5Merged.sc171,20220610_Treat.sc004,20220610_Treat.sc007,20220610_Treat.sc010,20220610_Treat.sc021,20220610_Treat.sc022,20220708_GM12878.sc031,20220708_GM12878.sc042,20220708_GM12878.sc043,20220708_GM12878.sc047,20220708_GM12878.sc055,20220708_GM12878.sc079,20220708_GM12878.sc081,20220708_GM12878R2.C02,20220708_GM12878R2.C09,20220708_GM12878R2.C16,20220708_GM12878R2.C17,20220708_GM12878R2.C18,20220708_GM12878R2.C25,20220708_GM12878R2.C36,20220817_HG001.C14,20220817_HG001.C18,20220817_HG001.C24,20220817_HG001.C37,20220915_P1.C18,20220915_P1.C38,20220915_P1.C41,20220915_P1.C58,20220915_P1.C64,20220915_P1.C66,20220915_P1.C72,20220915_P1.C75,20220915_P1.C90,20220916_P1.C07,20220916_P1.C24,20220916_P1.C62,20220916_P2.C15,20220916_P2.C29,20220916_P2.C30,20220916_P2.C31,20220916_P2.C43,20220916_P2.C46,20220916_P2.C66,20220916_P2.C74
cov15-r2	55	14.995240725997778	20220418_S5CSTreat.sc018,20220418_S5CSTreat.sc026,20220418_S5CSTreat.sc043,20220418_S5CSTreat.sc050,20220430_S5Merged.sc047,20220430_S5Merged.sc106,20220430_S5Merged.sc126,20220430_S5Merged.sc127,20220610_Treat.sc004,20220610_Treat.sc018,20220610_Treat.sc024,20220610_Treat.sc040,20220610_Treat.sc067,20220610_Treat.sc075,20220708_GM12878.sc005,20220708_GM12878.sc011,20220708_GM12878.sc027,20220708_GM12878.sc043,20220708_GM12878.sc049,20220708_GM12878.sc054,20220708_GM12878.sc055,20220708_GM12878.sc057,20220708_GM12878.sc076,20220708_GM12878.sc079,20220708_GM12878R2.C03,20220708_GM12878R2.C13,20220708_GM12878R2.C36,20220708_GM12878R2.C39,20220708_GM12878R2.C54,20220817_HG001.C01,20220817_HG001.C38,20220817_HG001.C39,20220817_HG001.C43,20220817_HG001.C44,20220817_HG001.C59,20220817_HG001.C62,20220915_P1.C10,20220915_P1.C12,20220915_P1.C13,20220915_P1.C39,20220915_P1.C42,20220915_P1.C45,20220915_P1.C58,20220915_P1.C64,20220915_P1.C75,20220915_P1.C91,20220916_P1.C18,20220916_P1.C24,20220916_P1.C27,20220916_P1.C64,20220916_P1.C84,20220916_P2.C31,20220916_P2.C43,20220916_P2.C46,20220916_P2.C74
cov15-r3	52	15.008120974483434	20220418_S5CSTreat.sc026,20220430_S5Merged.sc003,20220430_S5Merged.sc042,20220430_S5Merged.sc044,20220430_S5Merged.sc052,20220430_S5Merged.sc093,20220430_S5Merged.sc168,20220430_S5Merged.sc169,20220610_Treat.sc004,20220610_Treat.sc014,20220610_Treat.sc029,20220610_Treat.sc042,20220610_Treat.sc072,20220610_Treat.sc074,20220610_Treat.sc075,20220610_Treat.sc084,20220708_GM12878.sc020,20220708_GM12878.sc027,20220708_GM12878.sc039,20220708_GM12878.sc043,20220708_GM12878.sc044,20220708_GM12878.sc067,20220708_GM12878.sc089,20220708_GM12878R2.C05,20220708_GM12878R2.C10,20220708_GM12878R2.C51,20220708_GM12878R2.C65,20220708_GM12878R2.C70,20220708_GM12878R2.C77,20220708_GM12878R2.C84,20220817_HG001.C22,20220817_HG001.C61,20220915_P1.C06,20220915_P1.C16,20220915_P1.C17,20220915_P1.C30,20220915_P1.C33,20220915_P1.C46,20220915_P1.C47,20220915_P1.C51,20220915_P1.C57,20220915_P1.C64,20220915_P1.C66,20220915_P1.C87,20220915_P1.C90,20220915_P1.C93,20220916_P1.C04,20220916_P1.C18,20220916_P1.C21,20220916_P1.C35,20220916_P2.C08,20220916_P2.C31
cov15-r4	54	15.009215382251897	20220418_S5CSTreat.sc025,20220430_S5Merged.sc042,20220430_S5Merged.sc081,20220430_S5Merged.sc103,20220430_S5Merged.sc131,20220430_S5Merged.sc136,20220430_S5Merged.sc154,20220430_S5Merged.sc155,20220610_Treat.sc004,20220610_Treat.sc010,20220610_Treat.sc013,20220610_Treat.sc016,20220610_Treat.sc021,20220610_Treat.sc038,20220610_Treat.sc043,20220610_Treat.sc052,20220610_Treat.sc062,20220610_Treat.sc069,20220610_Treat.sc078,20220708_GM12878.sc006,20220708_GM12878.sc022,20220708_GM12878.sc031,20220708_GM12878.sc051,20220708_GM12878.sc057,20220708_GM12878.sc068,20220708_GM12878.sc080,20220708_GM12878.sc083,20220708_GM12878R2.C09,20220708_GM12878R2.C13,20220708_GM12878R2.C18,20220708_GM12878R2.C39,20220708_GM12878R2.C47,20220708_GM12878R2.C52,20220708_GM12878R2.C76,20220708_GM12878R2.C84,20220817_HG001.C06,20220817_HG001.C17,20220817_HG001.C23,20220817_HG001.C57,20220915_P1.C01,20220915_P1.C18,20220915_P1.C33,20220915_P1.C46,20220915_P1.C52,20220915_P1.C58,20220915_P1.C59,20220915_P1.C60,20220915_P1.C64,20220915_P1.C78,20220915_P1.C93,20220915_P1.C94,20220916_P1.C21,20220916_P2.C31,20220916_P2.C76
cov15-r5	60	14.990776417056797	20220418_S5CSTreat.sc026,20220418_S5CSTreat.sc046,20220418_S5CSTreat.sc049,20220430_S5Merged.sc013,20220430_S5Merged.sc052,20220430_S5Merged.sc127,20220430_S5Merged.sc133,20220430_S5Merged.sc136,20220430_S5Merged.sc144,20220610_Treat.sc012,20220610_Treat.sc031,20220610_Treat.sc037,20220610_Treat.sc040,20220610_Treat.sc063,20220610_Treat.sc084,20220708_GM12878.sc024,20220708_GM12878.sc027,20220708_GM12878.sc029,20220708_GM12878.sc032,20220708_GM12878.sc034,20220708_GM12878.sc042,20220708_GM12878.sc044,20220708_GM12878.sc049,20220708_GM12878R2.C03,20220708_GM12878R2.C04,20220708_GM12878R2.C16,20220708_GM12878R2.C68,20220708_GM12878R2.C73,20220708_GM12878R2.C85,20220817_HG001.C03,20220817_HG001.C06,20220817_HG001.C22,20220817_HG001.C28,20220817_HG001.C34,20220817_HG001.C35,20220817_HG001.C38,20220817_HG001.C39,20220817_HG001.C66,20220915_P1.C01,20220915_P1.C17,20220915_P1.C22,20220915_P1.C28,20220915_P1.C38,20220915_P1.C39,20220915_P1.C41,20220915_P1.C42,20220915_P1.C47,20220915_P1.C60,20220915_P1.C64,20220915_P1.C93,20220915_P1.C94,20220916_P1.C20,20220916_P1.C26,20220916_P1.C33,20220916_P1.C66,20220916_P1.C78,20220916_P2.C21,20220916_P2.C35,20220916_P2.C46,20220916_P2.C79
